norm,position,adp,value,wk_p90,wk_p10,role,finish,season,ceiling,floor,value_rk,adp_rk,ceiling_rk,floor_rk,role_rk,_c
christian watson,WR,84.2,-73.10000000000001,21.84,4.62,57.0,105.3,2024,21.84,4.62,118.0,84.0,75.0,80.0,125.0,98.44999999999999
devin singletary,RB,87.9,-7.159999999999997,20.280000000000005,2.6400000000000006,254.0,100.6,2024,20.280000000000005,2.6400000000000006,90.0,85.0,88.0,116.0,34.0,81.56
austin ekeler,RB,88.0,16.900000000000006,24.160000000000004,5.72,253.0,132.3,2024,24.160000000000004,5.72,76.0,86.0,54.0,66.0,36.0,68.34
tua tagovailoa,QB,88.6,21.819999999999993,31.912000000000003,11.532,338.36,219.58,2024,31.912000000000003,11.532,73.0,87.0,14.0,15.0,12.0,53.37
jake ferguson,TE,89.2,29.579999999999984,16.700000000000003,3.9400000000000004,102.0,108.4,2024,16.700000000000003,3.9400000000000004,63.0,88.0,115.0,94.0,101.0,87.72999999999999
jaxon smith njigba,WR,90.5,-24.599999999999994,13.84,3.98,93.0,253.0,2024,13.84,3.98,103.0,89.0,122.0,91.0,107.0,101.98
tyjae spears,RB,91.4,-22.69999999999999,17.259999999999998,4.28,170.0,113.60000000000001,2024,17.259999999999998,4.28,101.0,90.0,110.0,83.0,57.0,91.46
chase brown,RB,91.9,-123.0,7.920000000000002,0.020000000000000018,59.0,255.0,2024,7.920000000000002,0.020000000000000018,124.0,91.0,132.0,130.0,124.0,115.95999999999998
diontae johnson,WR,92.1,-21.700000000000017,18.42,3.52,87.0,89.10000000000001,2024,18.42,3.52,100.0,92.0,104.0,101.0,114.0,100.48999999999998
jared goff,QB,94.3,36.56,30.728,11.448,353.1,396.46000000000004,2024,30.728,11.448,54.0,93.0,19.0,16.0,8.0,49.839999999999996
ezekiel elliott,RB,96.2,0.0,16.320000000000004,3.96,249.0,59.5,2024,16.320000000000004,3.96,85.0,94.0,116.0,92.0,38.0,86.72
brian robinson,RB,97.9,23.600000000000023,24.22,7.5200000000000005,221.0,163.8,2024,24.22,7.5200000000000005,71.0,95.0,53.0,33.0,43.0,68.1
jerome ford,RB,98.5,34.70000000000002,20.300000000000004,5.08,267.0,134.0,2024,20.300000000000004,5.08,55.0,96.0,87.0,71.0,31.0,70.58
gus edwards,RB,100.6,12.5,21.16,4.1000000000000005,211.0,64.1,2024,21.16,4.1000000000000005,78.0,97.0,80.0,86.0,45.0,79.67
david njoku,TE,101.1,57.67999999999998,22.9,4.9,123.0,144.5,2024,22.9,4.9,36.0,98.0,65.0,73.0,80.0,69.00999999999999
romeo doubs,WR,103.0,0.0,18.38,3.5600000000000005,96.0,130.1,2024,18.38,3.5600000000000005,85.0,99.0,105.0,99.0,105.0,96.78
deandre hopkins,WR,104.5,49.19999999999999,23.36,4.06,139.0,147.0,2024,23.36,4.06,44.0,100.0,62.0,88.0,71.0,71.17
dallas goedert,TE,105.5,-11.219999999999999,17.800000000000004,2.33,84.0,103.6,2024,17.800000000000004,2.33,94.0,101.0,108.0,118.0,119.0,104.05
brock purdy,QB,105.7,45.06,33.879999999999995,11.079999999999998,361.6,312.86,2024,33.879999999999995,11.079999999999998,49.0,102.0,10.0,19.0,6.0,49.32999999999999
tyler lockett,WR,106.6,24.0,22.540000000000003,4.26,122.0,121.0,2024,22.540000000000003,4.26,68.0,103.0,68.0,85.0,82.0,81.78999999999999
jameson williams,WR,107.8,-94.10000000000001,12.160000000000002,0.5800000000000002,45.0,212.20000000000002,2024,12.160000000000002,0.5800000000000002,121.0,104.0,128.0,127.0,128.0,118.63
chuba hubbard,RB,108.8,6.0,17.68,5.34,282.0,245.60000000000002,2024,17.68,5.34,81.0,105.0,109.0,70.0,25.0,84.07000000000001
courtland sutton,WR,110.8,21.80000000000001,19.450000000000003,1.75,90.0,244.3,2024,19.450000000000003,1.75,74.0,106.0,99.0,122.0,112.0,97.16
justin herbert,QB,114.6,-42.379999999999995,34.24400000000001,7.308000000000001,274.16,329.40000000000003,2024,34.24400000000001,7.308000000000001,111.0,107.0,9.0,37.0,29.0,73.96000000000001
mike williams,WR,116.1,-124.2,23.400000000000002,10.120000000000001,27.0,56.8,2024,23.400000000000002,10.120000000000001,125.0,108.0,59.0,20.0,131.0,101.57000000000002
j k dobbins,RB,116.2,-164.8,11.7,11.7,11.0,191.8,2024,11.7,11.7,130.0,109.0,129.0,14.0,132.0,115.69999999999999
khalil shakir,WR,117.4,-61.30000000000001,15.850000000000001,0.75,46.0,182.5,2024,15.850000000000001,0.75,113.0,110.0,117.0,126.0,127.0,115.83
dalton schultz,TE,117.9,4.97999999999999,18.14,2.1,88.0,118.2,2024,18.14,2.1,82.0,111.0,106.0,119.0,113.0,102.25999999999999
t j hockenson,TE,118.7,73.47999999999999,23.68,9.620000000000001,127.0,86.5,2024,23.68,9.620000000000001,30.0,112.0,57.0,23.0,77.0,66.02
rico dowdle,RB,118.9,-85.0,13.3,1.0,111.0,201.8,2024,13.3,1.0,120.0,113.0,124.0,125.0,89.0,114.32
curtis samuel,WR,122.6,-17.200000000000017,18.75,2.8,98.0,63.7,2024,18.75,2.8,97.0,114.0,102.0,111.0,104.0,105.02999999999999
matthew stafford,QB,123.1,-29.439999999999998,29.38,12.404,287.1,258.58,2024,29.38,12.404,105.0,115.0,26.0,11.0,23.0,74.9
tyler allgeier,RB,125.1,-40.900000000000006,15.8,2.9000000000000004,209.0,104.2,2024,15.8,2.9000000000000004,110.0,116.0,118.0,109.0,46.0,103.57
jaleel mclaughlin,RB,126.6,-70.5,13.580000000000002,0.52,112.0,99.2,2024,13.580000000000002,0.52,116.0,117.0,123.0,128.0,87.0,114.05
trevor lawrence,QB,126.7,0.0,26.840000000000003,12.29,316.54,163.2,2024,26.840000000000003,12.29,85.0,118.0,38.0,12.0,17.0,71.13
kirk cousins,QB,130.1,-122.80000000000001,33.744,13.314000000000002,193.74,216.32,2024,33.744,13.314000000000002,123.0,119.0,11.0,8.0,49.0,82.49
ty chandler,RB,130.3,-75.5,12.95,0.0,127.0,28.400000000000002,2024,12.95,0.0,119.0,120.0,127.0,131.0,77.0,115.27999999999999
aaron rodgers,QB,130.4,-316.54,0.0,0.0,0.0,312.58,2024,0.0,0.0,133.0,121.0,133.0,131.0,133.0,129.26
zach charbonnet,RB,130.7,-70.4,11.55,1.35,148.0,186.9,2024,11.55,1.35,115.0,122.0,130.0,124.0,65.0,112.93
jakobi meyers,WR,131.7,46.18000000000001,21.05,4.7,110.0,216.0,2024,21.05,4.7,47.0,123.0,81.0,79.0,90.0,84.61
jerry jeudy,WR,132.9,-32.599999999999994,13.05,4.0,87.0,236.9,2024,13.05,4.0,106.0,124.0,126.0,90.0,114.0,115.08
jordan addison,WR,134.1,46.900000000000006,24.480000000000004,3.3000000000000007,109.0,212.5,2024,24.480000000000004,3.3000000000000007,46.0,125.0,51.0,105.0,93.0,81.78
justin fields,QB,134.7,-46.360000000000014,35.764,9.224000000000002,270.18,131.14000000000001,2024,35.764,9.224000000000002,112.0,126.0,7.0,25.0,30.0,78.91000000000001
brandin cooks,WR,135.1,-3.200000000000017,17.1,2.6500000000000004,86.0,69.6,2024,17.1,2.6500000000000004,89.0,127.0,111.0,115.0,116.0,110.22999999999999
pat freiermuth,TE,135.5,-72.72000000000001,13.100000000000001,1.7000000000000002,47.0,172.3,2024,13.100000000000001,1.7000000000000002,117.0,128.0,125.0,123.0,126.0,123.50999999999999
khalil herbert,RB,136.4,-64.0,20.72,2.5300000000000002,163.0,31.500000000000004,2024,20.72,2.5300000000000002,114.0,129.0,84.0,117.0,60.0,105.21
cole kmet,TE,137.1,33.579999999999984,20.7,3.55,93.0,118.4,2024,20.7,3.55,58.0,130.0,85.0,100.0,107.0,94.75
rashid shaheed,WR,139.8,-22.80000000000001,19.959999999999997,3.1,82.0,75.80000000000001,2024,19.959999999999997,3.1,102.0,131.0,94.0,106.0,120.0,112.24
jordan mason,RB,149.1,-131.8,9.149999999999999,0.0,44.0,117.0,2024,9.149999999999999,0.0,126.0,132.0,131.0,131.0,129.0,129.5
deshaun watson,QB,149.3,-217.74,24.060000000000002,6.9,98.8,90.72,2024,24.060000000000002,6.9,131.0,133.0,55.0,43.0,103.0,107.56
