full_name,position,team,age,bye_week,status,years_exp,player_id,espn_id,yahoo_id,sportradar_id,gsis_id,passing_yards_2024,passing_tds_2024,rushing_yards_2024,rushing_tds_2024,carries_2024,receptions_2024,receiving_yards_2024,receiving_tds_2024,targets_2024,passing_yards_2025,passing_tds_2025,rushing_yards_2025,rushing_tds_2025,carries_2025,receptions_2025,receiving_yards_2025,receiving_tds_2025,targets_2025,snap_share_2024,target_share_2024,snap_share_2025,target_share_2025,adp,adp_rank,ecr_rank,ecr_tier,sos_season,proj_points,custom_proj_points,bonus_points,total_points,fp_total_points
Michael Woods,WR,,26.0,,Inactive,4.0,8202,,,70c462de-b1b5-4c07-8ba2-eb33f3075893,00-0037300,0.0,0.0,0.0,0.0,0.0,7.0,65.0,0.0,17.0,,,,,,,,,,0.8379999999999999,0.0268138801261829,,,170.0,170.0,,,,,,,,
Chris Conley,WR,,32.0,,Active,10.0,2381,2578533.0,28464.0,bd01d907-cd57-48cb-9136-5692a4764a20,00-0032128,0.0,0.0,0.0,0.0,0.0,6.0,76.0,0.0,12.0,,,,,,,,,,0.2373333333333333,0.023391812865497,,,170.0,170.0,,,,,,,,
Ja'Tavion Sanders,TE,CAR,23.0,5.0,Active,2.0,11600,,,ffd2ff3f-4b56-4232-be8e-bf163c29f406,00-0039356,0.0,0.0,0.0,0.0,0.0,33.0,342.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,29.0,190.0,1.0,34.0,0.56125,0.083011583011583,0.483076923076923,0.0708333333333333,169.9,169.9,355.0,14.0,2 out of 5 stars,67.6,67.49,8.813072929515531,76.30307292951552,76.30307292951552
Andy Borregales,K,NE,23.0,11.0,Active,1.0,12713,,,80dce1ba-c997-47e6-a37e-e92fefcbdc1b,00-0040200,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,170.4,170.4,225.0,11.0,1 out of 5 stars,121.3,37.900000000000006,100.19958734525449,138.09958734525446,138.09958734525446
Myles Gaskin,RB,,28.0,,Active,6.0,5980,3886818.0,32066.0,cad49098-1523-4e52-9f50-caa3423e1bb6,00-0035311,0.0,0.0,-1.0,0.0,3.0,1.0,11.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.022,0.0019342359767891,0.04,0.0,170.0,170.0,,,,,,,,
Tanner McKee,QB,PHI,26.0,10.0,Active,3.0,9230,,,93147c90-09c8-471d-a6b2-0b9d19739ba1,00-0038400,323.0,4.0,-1.0,0.0,5.0,0.0,0.0,0.0,0.0,274.0,1.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.66,,0.345,,169.9,169.9,453.0,15.0,5 out of 5 stars,10.3,12.23,0.8097878833981205,13.03978788339812,13.03978788339812
Durham Smythe,TE,BAL,30.0,13.0,Active,8.0,5008,3052897.0,31093.0,7e42a22a-c47b-4387-aeeb-2cc2e76dc1d8,00-0034798,0.0,0.0,0.0,0.0,0.0,9.0,53.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,6.0,0.3223529411764705,0.0299295774647887,0.2541176470588235,0.0112781954887218,170.0,170.0,467.0,15.0,4 out of 5 stars,23.5,23.21,2.9952336105013613,26.205233610501363,26.205233610501363
Quentin Johnston,WR,LAC,24.0,7.0,Active,3.0,9754,,,e648bc98-bc81-44d0-8d4b-b9223c497ff4,00-0038544,0.0,0.0,6.0,0.0,3.0,55.0,711.0,8.0,91.0,0.0,0.0,7.0,0.0,2.0,51.0,735.0,8.0,84.0,0.7080000000000001,0.185336048879837,0.7685714285714286,0.1544117647058823,137.5,137.5,111.0,8.0,2 out of 5 stars,169.7,169.82,18.37789511900487,180.15221899979645,188.19789511900487
,DEF,NYG,,8.0,,,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Singleton,RB,TEN,22.0,9.0,Active,0.0,13288,,,0111286e-ef59-40dd-97e8-967204490e34,SIN454221,,,,,,,,,,,,,,,,,,,,,,,169.9,169.9,217.0,11.0,3 out of 5 stars,19.7,20.230000000000004,4.389155662659239,24.61915566265924,24.61915566265924
Isaiah Bond,WR,CLE,22.0,11.0,Active,1.0,12503,,,6ceb1330-795d-11f0-aadf-fbc926339e02,00-0040782,,,,,,,,,,0.0,0.0,29.0,0.0,5.0,18.0,338.0,0.0,44.0,,,0.4806249999999999,0.0842911877394636,169.9,169.9,313.0,13.0,3 out of 5 stars,18.5,18.12,2.4512783284060173,20.571278328406017,20.571278328406017
,DEF,TEN,,9.0,,,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riley Nowakowski,TE,PIT,24.0,9.0,Active,0.0,13433,,,d85be8f9-009d-4de5-838d-1cb07e4105cc,NOW373761,,,,,,,,,,,,,,,,,,,,,,,169.9,169.9,,,,8.1,8.4,1.2545136308627407,9.65451363086274,9.65451363086274
Adonai Mitchell,WR,NYJ,23.0,13.0,Active,2.0,11625,,,190dbc97-2b7c-4023-b6b0-5729b854b60b,00-0039890,24.0,0.0,6.0,0.0,4.0,23.0,312.0,0.0,55.0,0.0,0.0,-4.0,0.0,1.0,33.0,453.0,2.0,74.0,0.361764705882353,0.1117886178861788,0.50625,0.1228813559322034,170.3,170.3,160.0,10.0,4 out of 5 stars,115.4,115.41,13.369065771089607,118.67513681729689,128.7790657710896
Cam Akers,RB,,26.0,,Active,6.0,6938,4240021.0,32722.0,74980532-8158-4b56-91db-5053878737b4,00-0036414,0.0,0.0,444.0,2.0,104.0,14.0,68.0,3.0,18.0,32.0,1.0,19.0,0.0,5.0,0.0,0.0,0.0,1.0,0.2394117647058823,0.0212765957446808,0.0249999999999999,0.0021367521367521,169.9,169.9,475.0,15.0,-,,,,,
Jamal Agnew,WR,,30.0,,Active,8.0,4198,3061612.0,30278.0,c871b3a8-72c4-425e-a357-2de37e033c8d,00-0033572,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0018181818181818,0.0,170.0,170.0,,,,,,,,
Germie Bernard,WR,PIT,22.0,9.0,Active,0.0,13274,,,d37b698e-7a10-4363-a859-6937c7d3e6f6,BER218265,,,,,,,,,,,,,,,,,,,,,,,169.7,169.7,239.0,11.0,3 out of 5 stars,118.1,117.76,14.254375710438929,132.01437571043894,132.01437571043894
Tahj Washington,WR,MIA,25.0,6.0,Active,2.0,11821,,,298d990d-9fd4-4cdf-8fcd-a7c3043d17fd,00-0039884,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,37.0,0.0,5.0,,,0.1128571428571428,0.0108225108225108,170.0,170.0,,,,,,,,
Jaret Patterson,RB,LAC,26.0,7.0,Active,5.0,7537,,,82996e3b-b72d-41ca-8eb1-91e462ceff85,00-0036755,,,,,,,,,,0.0,0.0,159.0,1.0,41.0,3.0,8.0,0.0,4.0,0.0,,0.28,0.0073529411764705,170.0,170.0,454.0,15.0,3 out of 5 stars,,,,,
DJ Giddens,RB,IND,22.0,13.0,Active,1.0,12471,,,73ffa6e6-7fb3-4f34-a856-38bfd62cca15,00-0040179,,,,,,,,,,0.0,0.0,96.0,0.0,26.0,0.0,0.0,0.0,2.0,,,0.12,0.0037735849056603,170.1,170.1,270.0,12.0,4 out of 5 stars,35.9,35.82,7.684396184431243,43.50439618443124,43.50439618443124
Jordan James,RB,SF,22.0,8.0,Active,1.0,12467,,,c16040c3-7534-4eeb-956c-8ed3be9972ec,00-0040177,,,,,,,,,,,,,,,,,,,,,0.0166666666666666,,170.2,170.2,284.0,12.0,2 out of 5 stars,93.2,93.43000000000002,20.59628968476727,114.02628968476728,114.02628968476728
Erik Ezukanma,WR,PHI,26.0,10.0,Active,4.0,8114,,,7934c2db-a5f1-404c-a313-74a8aacd5946,00-0038092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,0.14,0.0035211267605633,,,170.0,170.0,,,,,,,,
Chris Olave,WR,NO,26.0,8.0,Active,4.0,8144,,,2375d572-a36c-4365-bb3f-87e156526e2f,00-0037239,0.0,0.0,7.0,0.0,1.0,32.0,400.0,1.0,44.0,0.0,0.0,-3.0,0.0,1.0,100.0,1163.0,9.0,156.0,0.6175,0.0851063829787234,0.843125,0.2761061946902655,33.4,33.4,18.0,3.0,3 out of 5 stars,257.3,257.34,29.572955023039857,264.3135705576749,286.91295502303984
Mike Washington,RB,LV,23.0,13.0,Active,0.0,13305,,,b783f45a-16ea-4145-9f3a-fafaa1bb0058,WAS569019,,,,,,,,,,,,,,,,,,,,,,,170.5,170.5,201.0,11.0,2 out of 5 stars,77.7,77.38999999999999,18.463238598422585,95.85323859842256,95.85323859842256
Josh Allen,QB,BUF,30.0,7.0,Active,8.0,4984,3918298.0,30977.0,3069db07-aa43-4503-ab11-2ae5c0002721,00-0034857,3731.0,28.0,531.0,12.0,102.0,0.0,7.0,1.0,0.0,3668.0,25.0,579.0,14.0,112.0,0.0,0.0,0.0,0.0,0.8905882352941177,,0.9217647058823528,,23.6,23.6,23.0,4.0,3 out of 5 stars,372.1,415.65,31.75950852396615,442.6463975526716,447.4095085239661
Jackson Meeks,WR,DET,23.0,6.0,Active,1.0,12938,,,be223960-250a-11f0-8c61-8d480134500e,00-0040390,,,,,,,,,,,,,,,,,,,,,0.045,,170.0,170.0,,,,,,,,
Nick Folk,K,ATL,41.0,11.0,Active,19.0,650,10621.0,8432.0,b37c621e-1125-4c35-bea0-fcabb1527060,00-0025565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,169.8,169.8,371.0,14.0,0 out of 5 stars,128.5,35.7,115.17193947730398,150.87193947730398,150.87193947730398
Josh Downs,WR,IND,24.0,13.0,Active,3.0,9500,,,dd227f4a-0785-482d-a28b-f231c7f3b73f,00-0038997,0.0,0.0,12.0,0.0,1.0,72.0,803.0,5.0,107.0,0.0,0.0,-2.0,0.0,2.0,58.0,566.0,4.0,88.0,0.6442857142857142,0.2174796747967479,0.586875,0.1660377358490566,129.5,129.5,98.0,8.0,4 out of 5 stars,171.5,171.15,23.394542977042803,193.72044251745555,194.5445429770428
Anthony Gould,WR,IND,25.0,13.0,Active,2.0,11762,,,f1f3f15f-f4a5-4d6e-b075-95f4815a384e,00-0039816,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,0.035,0.0020325203252032,0.0872727272727272,0.0037735849056603,170.0,170.0,,,,16.3,16.03,2.1076574195567255,18.137657419556728,18.137657419556728
Kylen Granson,TE,TEN,28.0,9.0,Active,5.0,7602,,,bcc0167c-05fd-4b23-981e-60b8784ceb33,00-0036876,0.0,0.0,0.0,0.0,0.0,14.0,182.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,7.0,40.0,0.0,9.0,0.4052941176470588,0.0630081300813008,0.2341176470588235,0.0193965517241379,170.0,170.0,,,,,,,,
Kalel Mullings,RB,TEN,23.0,9.0,Active,1.0,12516,,,9983d47b-c955-4546-882f-4bd2a2a5ad42,00-0040205,,,,,,,,,,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0211111111111111,0.0,170.0,170.0,,,,,,,,
David Martin-Robinson,TE,TEN,26.0,9.0,Active,2.0,12357,,,dad0d560-0c9e-11ef-b2f4-ab1e3a869265,00-0039648,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,1.0,6.0,0.144,0.0039447731755424,0.1270588235294117,0.0113207547169811,170.0,170.0,,,,,,,,
Will Dissly,TE,,29.0,,Active,8.0,5010,3127292.0,31090.0,383f4814-6836-4766-a297-fc063e8509cc,00-0034159,0.0,0.0,0.0,0.0,0.0,50.0,481.0,2.0,64.0,0.0,0.0,0.0,0.0,0.0,11.0,97.0,0.0,16.0,0.5646666666666668,0.130346232179226,0.3188888888888889,0.0294117647058823,170.0,170.0,,,,,,,,
Ty Johnson,RB,BUF,28.0,7.0,Active,7.0,6039,3915411.0,32018.0,96e6687b-2b89-4dd9-98df-6e7507cd82cf,00-0035537,0.0,0.0,213.0,1.0,41.0,18.0,284.0,3.0,25.0,0.0,0.0,200.0,3.0,50.0,24.0,263.0,2.0,33.0,0.2876470588235293,0.0505050505050505,0.2958823529411765,0.068893528183716,170.2,170.2,261.0,12.0,2 out of 5 stars,96.3,96.04,15.958999343562937,111.99899934356294,111.99899934356294
Brandon Aiyuk,WR,SF,28.0,8.0,Active,6.0,6803,4360438.0,32695.0,c90471cc-fa60-4416-9388-5aebb5d877eb,00-0036261,0.0,0.0,0.0,0.0,0.0,25.0,374.0,0.0,47.0,,,,,,,,,,0.7614285714285715,0.0916179337231968,,,170.2,170.2,182.0,10.0,2 out of 5 stars,,,,143.12055661992116,
LeQuint Allen,RB,JAX,21.0,7.0,Active,1.0,12544,,,14aedd06-41a6-41db-8c5e-05483f91570d,00-0040238,,,,,,,,,,0.0,0.0,94.0,0.0,23.0,10.0,54.0,0.0,11.0,,,0.2258823529411764,0.0201096892138939,170.2,170.2,285.0,12.0,4 out of 5 stars,45.8,45.69,7.512784209361344,53.20278420936134,53.20278420936134
Zay Flowers,WR,BAL,25.0,13.0,Active,3.0,9997,,,2b6d74b7-10fb-4f17-99c8-9bb557fb475b,00-0039064,0.0,0.0,56.0,0.0,9.0,74.0,1059.0,4.0,116.0,0.0,0.0,62.0,1.0,10.0,86.0,1211.0,5.0,118.0,0.7464705882352941,0.2538293216630197,0.8647058823529411,0.2899262899262899,45.1,45.1,34.0,4.0,4 out of 5 stars,243.5,243.56,29.83980442829521,255.4058856198473,273.3998044282952
Greg Dulcich,TE,MIA,26.0,6.0,Active,4.0,8172,,,b9e4a022-d15c-4cef-9879-170277f17207,00-0037252,0.0,0.0,0.0,0.0,0.0,5.0,28.0,0.0,12.0,0.0,0.0,-7.0,0.0,1.0,26.0,335.0,1.0,33.0,0.2566666666666666,0.0218579234972677,0.422,0.0714285714285714,170.4,170.4,306.0,13.0,5 out of 5 stars,130.7,130.83,16.351555774536806,147.18155577453683,147.18155577453683
Harold Fannin,TE,CLE,21.0,11.0,Active,1.0,12506,,,8bdf2df7-b51c-4404-b153-8dc62b1e0845,00-0040663,,,,,,,,,,0.0,0.0,13.0,1.0,7.0,72.0,731.0,6.0,107.0,,,0.759375,0.2049808429118774,68.3,68.3,67.0,6.0,3 out of 5 stars,191.0,191.08,23.70168888260408,203.77733084324524,214.7816888826041
Ryan Miller,WR,NYG,26.0,8.0,Active,3.0,11421,,,edb7de00-f1b8-11ed-9bf1-7fd77a26dc1f,00-0038824,0.0,0.0,0.0,0.0,0.0,12.0,128.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,1.0,4.0,0.3681818181818181,0.0355239786856127,0.1453846153846154,0.0073937153419593,170.0,170.0,,,,,,,,
Josiah Deguara,TE,,29.0,,Active,6.0,7050,3914151.0,32764.0,7874d188-0fcd-4af9-9289-27c27e2bbd16,00-0036332,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,1.0,5.0,0.0866666666666666,0.0057471264367816,0.1041666666666666,0.0081037277147487,170.0,170.0,,,,,,,,
Jonnu Smith,TE,,30.0,,Active,9.0,4144,3054212.0,30213.0,e4f25a37-74de-4bfb-b6c9-f50a4fab0b87,00-0033858,0.0,0.0,-1.0,0.0,2.0,88.0,884.0,8.0,111.0,0.0,0.0,70.0,1.0,9.0,38.0,222.0,2.0,54.0,0.5488235294117647,0.1954225352112676,0.5270588235294118,0.1034482758620689,170.0,170.0,423.0,15.0,-,,,,,
Denzel Boston,WR,CLE,22.0,11.0,Active,0.0,13346,,,a17e4b32-20bb-4552-855e-0aa3cf0bafab,BOS677861,,,,,,,,,,,,,,,,,,,,,,,168.0,168.0,151.0,9.0,3 out of 5 stars,126.2,126.3,15.298866306798333,141.59886630679833,141.59886630679833
Wan'Dale Robinson,WR,TEN,25.0,9.0,Active,4.0,8126,,,582dfe0e-98f3-48a5-8a2d-a52baa926b05,00-0038117,0.0,0.0,18.0,0.0,3.0,93.0,699.0,3.0,140.0,0.0,0.0,5.0,0.0,3.0,92.0,1014.0,4.0,140.0,0.7594117647058823,0.2527075812274368,0.9075,0.2783300198807157,111.3,111.3,86.0,7.0,3 out of 5 stars,188.9,188.93,24.83581063341016,197.3993127198322,213.76581063341015
Keilan Robinson,RB,,26.0,,Active,2.0,11773,,,de79955a-99ab-492e-9161-3544fd812dbd,00-0039385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0133333333333333,0.0,,,170.0,170.0,,,,,,,,
Lucas Krull,TE,DEN,27.0,10.0,Active,4.0,8249,,,767b4820-cc9f-11ec-952e-a10f2c98fc4d,00-0037539,0.0,0.0,0.0,0.0,0.0,19.0,152.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,4.0,0.3584615384615385,0.0418943533697632,0.29,0.0068493150684931,170.0,170.0,,,,9.0,9.239999999999998,1.186128449550219,10.426128449550218,10.426128449550218
Jonah Coleman,RB,DEN,22.0,10.0,Active,0.0,13345,,,0ff54d6c-4d2a-4974-9815-b889e7dc293e,COL293648,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,158.0,10.0,2 out of 5 stars,27.1,26.91,5.768486107648137,32.67848610764814,32.67848610764814
Xavier Smith,WR,LAR,28.0,11.0,Active,3.0,11168,,,98b88de0-e8e5-11ed-ad77-290d92d9e505,00-0038359,0.0,0.0,36.0,0.0,4.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,303.0,0.0,24.0,0.0353333333333333,0.0036968576709796,0.214375,0.0413080895008605,170.0,170.0,426.0,15.0,1 out of 5 stars,19.9,20.13,2.301084209546866,22.431084209546864,22.431084209546864
Van Jefferson,WR,WAS,29.0,7.0,Active,6.0,6853,3930066.0,32727.0,8e1285f7-6e4c-41e4-aac9-92e09f9f32b2,00-0036415,0.0,0.0,0.0,0.0,0.0,24.0,276.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,29.0,350.0,1.0,52.0,0.6470588235294118,0.0869565217391304,0.585625,0.0981132075471698,170.0,170.0,,,,75.0,74.77,8.648120812376298,83.41812081237629,83.41812081237629
Ja'Kobi Lane,WR,BAL,22.0,13.0,Active,0.0,13293,,,ea285842-4fdf-4b27-bd73-6bfd916c6bc5,LAN311008,,,,,,,,,,,,,,,,,,,,,,,169.4,169.4,317.0,13.0,4 out of 5 stars,96.4,96.32,10.277100445664342,106.59710044566434,106.59710044566434
Drew Ogletree,TE,IND,27.0,13.0,Active,4.0,8489,,,59f460a8-b5af-40e6-840c-429762b278b3,00-0037292,0.0,0.0,0.0,0.0,0.0,9.0,109.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,1.0,6.0,0.4023529411764706,0.0284552845528455,0.2366666666666666,0.0113207547169811,170.0,170.0,,,,8.7,9.03,1.1203102108112384,10.150310210811238,10.150310210811238
Parker Romo,K,,28.0,,Active,2.0,8670,,,80f1ebc0-cc9e-11ec-952e-a10f2c98fc4d,00-0037542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,170.0,170.0,,,,,,,,
Joey Slye,K,TEN,30.0,9.0,Active,7.0,6528,3124084.0,32384.0,ef4998e0-c9ef-4afe-88ab-d09b48975a08,00-0035192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,170.0,170.0,402.0,14.0,4 out of 5 stars,113.8,25.799999999999997,105.19037138927096,130.99037138927096,130.99037138927096
Samori Toure,WR,PHI,28.0,10.0,Active,4.0,8235,,,02c808d8-6074-43db-b0d9-f69fab78f6d9,00-0037098,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,,,0.15,0.0053097345132743,170.0,170.0,,,,,,,,
Skyy Moore,WR,GB,25.0,11.0,Active,4.0,8168,,,1c8a4510-786c-4bc2-a9e9-e491b688206f,00-0038090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,2.0,5.0,87.0,0.0,7.0,0.2033333333333333,0.0052447552447552,0.1011764705882353,0.0127272727272727,170.0,170.0,,,,0.0,0.0,0.0,0.0,0.0
MyCole Pruitt,TE,,32.0,,Active,10.0,2446,2508256.0,28531.0,f22b34cf-6ecf-4522-9c77-1da275dfda7d,00-0031585,0.0,0.0,0.0,0.0,0.0,6.0,40.0,1.0,10.0,,,,,,,,,,0.3391666666666666,0.0217391304347826,,,170.0,170.0,,,,,,,,
Courtland Sutton,WR,DEN,30.0,10.0,Active,8.0,5045,3128429.0,31010.0,b55ae5ba-593f-4560-9cab-14e10698e01d,00-0034348,30.0,1.0,0.0,0.0,0.0,81.0,1081.0,8.0,135.0,0.0,0.0,0.0,0.0,0.0,74.0,1017.0,7.0,124.0,0.8523529411764706,0.2459016393442623,0.8535294117647059,0.2123287671232876,89.6,89.6,72.0,7.0,2 out of 5 stars,204.4,204.28,22.170482262036437,211.16385532648974,226.45048226203645
Jalin Hyatt,WR,NYG,24.0,8.0,Active,3.0,9497,,,e5f9d339-a89f-4e47-9a84-b89f14550c05,00-0038938,0.0,0.0,0.0,0.0,0.0,8.0,62.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,0.0,14.0,0.315,0.0342960288808664,0.29375,0.0278330019880715,170.0,170.0,,,,,,,,
,DEF,CHI,,10.0,,,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Palmer,WR,NO,25.0,8.0,Active,3.0,9492,,,9a011241-f4b3-403a-af70-c9cdfd177054,00-0039052,0.0,0.0,0.0,0.0,0.0,12.0,172.0,1.0,22.0,,,,,,,,,,0.2953333333333333,0.039076376554174,,,169.9,169.9,,,,,,,,
Jody Fortson,TE,,29.0,,Active,6.0,6665,4408854.0,32600.0,a01ffd42-5fdb-42f8-95ab-157025e3fba8,00-0035547,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0,,,,,,,,,,0.1766666666666666,0.0052447552447552,,,170.0,170.0,,,,,,,,
Courtney Jackson,WR,TEN,25.0,9.0,Active,1.0,12772,,,ce81b780-230d-11f0-912b-791b89a31e3d,00-0040445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zonovan Knight,RB,ARI,25.0,14.0,Active,4.0,8122,,,53df5e30-d3bd-11ec-96a0-c3471a31202c,00-0037157,,,,,,,,,,0.0,0.0,269.0,4.0,82.0,22.0,160.0,1.0,31.0,,,0.3308333333333333,0.0502431118314424,,,,,,,,,,
Chuba Hubbard,RB,CAR,27.0,5.0,Active,5.0,7594,,,32205e74-b23f-420a-b312-465b29260745,00-0036555,0.0,0.0,1195.0,10.0,250.0,43.0,171.0,1.0,54.0,0.0,0.0,511.0,1.0,134.0,30.0,223.0,3.0,39.0,0.7733333333333333,0.1042471042471042,0.458,0.08125,83.9,83.9,76.0,7.0,1 out of 5 stars,187.1,186.61000000000004,41.65285532198454,214.61796945779327,228.26285532198457
Princeton Fant,TE,DAL,27.0,14.0,Active,3.0,11508,,,4b51e190-f674-11ed-88a9-a32a17c14014,00-0038735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0,0.0,170.0,170.0,,,,,,,,
Devaughn Vele,WR,NO,28.0,8.0,Active,2.0,11834,,,2a638f35-a80a-46db-9722-12b49d45ab52,00-0039424,0.0,0.0,0.0,0.0,0.0,41.0,475.0,3.0,55.0,0.0,0.0,0.0,0.0,0.0,25.0,293.0,2.0,39.0,0.5315384615384615,0.1001821493624772,0.5015384615384616,0.0690265486725663,171.1,171.1,288.0,12.0,3 out of 5 stars,94.2,93.98,10.82119239756052,104.80119239756053,104.80119239756053
Joshua Karty,K,,24.0,,Active,2.0,11789,,,649bda12-5a56-45f7-aab9-e18ec3a88d96,00-0039750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,170.0,170.0,,,,,,,,
Harrison Bryant,TE,SEA,28.0,11.0,Active,6.0,6850,4040774.0,32785.0,f58a5899-8b78-46e8-a29a-ba6273b7d872,00-0036232,0.0,0.0,0.0,0.0,0.0,9.0,86.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,6.0,0.2546153846153846,0.0202702702702702,0.2125,0.0108499095840868,170.0,170.0,,,,,,,,
Ray-Ray McCloud,WR,,29.0,,Active,7.0,5096,3728262.0,31157.0,f7ff7599-a175-4a0c-b887-3ae9e596fc64,00-0034407,0.0,0.0,79.0,0.0,10.0,62.0,686.0,1.0,87.0,0.0,0.0,0.0,0.0,0.0,7.0,69.0,0.0,15.0,0.8511764705882353,0.1614100185528757,0.5299999999999999,0.0269749518304431,170.0,170.0,,,,,,,,
Kareem Hunt,RB,,30.0,,Active,9.0,4098,3059915.0,30199.0,0ef0d0ca-2d2d-455b-ab63-a20c01303e37,00-0033923,0.0,0.0,728.0,7.0,200.0,23.0,176.0,0.0,32.0,0.0,0.0,611.0,8.0,163.0,18.0,143.0,1.0,25.0,0.5169230769230769,0.0559440559440559,0.4705882352941176,0.0455373406193078,170.0,170.0,329.0,13.0,-,,,,,
Skyler Bell,WR,BUF,24.0,7.0,Active,0.0,13402,,,1f9e2e7e-d692-4494-adfb-86437a976450,BEL597603,,,,,,,,,,,,,,,,,,,,,,,169.9,169.9,315.0,13.0,4 out of 5 stars,42.6,42.45,4.806416536040029,47.256416536040035,47.256416536040035
Charlie Kolar,TE,LAC,27.0,7.0,Active,4.0,8127,,,3c048ac9-2c0f-4bf0-9ddc-ce99c9387ac8,00-0038046,0.0,0.0,2.0,0.0,1.0,9.0,131.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,10.0,142.0,2.0,15.0,0.3007692307692308,0.024070021881838,0.4035294117647059,0.0368550368550368,170.0,170.0,476.0,15.0,4 out of 5 stars,49.400000000000006,49.72,5.570164284916396,55.29016428491639,55.29016428491639
Joshua Simon,TE,ATL,25.0,11.0,Active,1.0,12883,,,45892890-246c-11f0-9194-77c874aa65db,00-0040552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sterling Shepard,WR,,33.0,,Active,10.0,3200,2976592.0,29274.0,1ffc735b-74d8-44d2-ab32-00c5485c799f,00-0032385,0.0,0.0,69.0,0.0,8.0,32.0,334.0,1.0,51.0,0.0,0.0,19.0,0.0,4.0,39.0,371.0,1.0,53.0,0.5328571428571428,0.0905861456483126,0.5615384615384615,0.0979667282809611,170.0,170.0,,,,,,,,
Gerald Everett,TE,,30.0,,Active,8.0,4089,3918639.0,30157.0,ebeceb00-57e0-4b74-9cf7-853da2afed18,00-0033895,0.0,0.0,0.0,0.0,0.0,8.0,36.0,0.0,13.0,,,,,,,,,,0.2158823529411764,0.0247148288973384,,,170.0,170.0,,,,,,,,
Dare Ogunbowale,RB,,31.0,,Active,9.0,4718,2983509.0,30860.0,42b57148-fc06-4aee-b40b-bb941271b5b7,00-0033854,0.0,0.0,112.0,0.0,30.0,19.0,198.0,1.0,28.0,0.0,0.0,25.0,1.0,11.0,10.0,76.0,0.0,13.0,0.2764705882352941,0.0511882998171846,0.1117647058823529,0.023508137432188,170.0,170.0,,,,,,,,
