full_name,position,team,age,bye_week,status,years_exp,player_id,espn_id,yahoo_id,sportradar_id,gsis_id
Chris Olave,WR,NO,25.0,,Active,4.0,8144,,,2375d572-a36c-4365-bb3f-87e156526e2f,00-0037239
Josh Allen,QB,BUF,30.0,,Active,8.0,4984,3918298.0,30977.0,3069db07-aa43-4503-ab11-2ae5c0002721,00-0034857
Nick Folk,K,ATL,41.0,,Active,19.0,650,10621.0,8432.0,b37c621e-1125-4c35-bea0-fcabb1527060,00-0025565
Josh Downs,WR,IND,24.0,,Active,3.0,9500,,,dd227f4a-0785-482d-a28b-f231c7f3b73f,00-0038997
Anthony Gould,WR,IND,25.0,,Active,2.0,11762,,,f1f3f15f-f4a5-4d6e-b075-95f4815a384e,00-0039816
Kylen Granson,TE,TEN,28.0,,Active,5.0,7602,,,bcc0167c-05fd-4b23-981e-60b8784ceb33,00-0036876
Kalel Mullings,RB,TEN,23.0,,Active,1.0,12516,,,9983d47b-c955-4546-882f-4bd2a2a5ad42,00-0040205
David Martin-Robinson,TE,TEN,26.0,,Active,2.0,12357,,,dad0d560-0c9e-11ef-b2f4-ab1e3a869265,00-0039648
Will Dissly,TE,,29.0,,Active,8.0,5010,3127292.0,31090.0,383f4814-6836-4766-a297-fc063e8509cc,00-0034159
Ty Johnson,RB,BUF,28.0,,Active,7.0,6039,3915411.0,32018.0,96e6687b-2b89-4dd9-98df-6e7507cd82cf,00-0035537
Brandon Aiyuk,WR,SF,28.0,,Active,6.0,6803,4360438.0,32695.0,c90471cc-fa60-4416-9388-5aebb5d877eb,00-0036261
LeQuint Allen,RB,JAX,21.0,,Active,1.0,12544,,,14aedd06-41a6-41db-8c5e-05483f91570d,00-0040238
Zay Flowers,WR,BAL,25.0,,Active,3.0,9997,,,2b6d74b7-10fb-4f17-99c8-9bb557fb475b,00-0039064
Greg Dulcich,TE,MIA,26.0,,Active,4.0,8172,,,b9e4a022-d15c-4cef-9879-170277f17207,00-0037252
Harold Fannin,TE,CLE,21.0,,Active,1.0,12506,,,8bdf2df7-b51c-4404-b153-8dc62b1e0845,00-0040663
Ryan Miller,WR,NYG,26.0,,Active,3.0,11421,,,edb7de00-f1b8-11ed-9bf1-7fd77a26dc1f,00-0038824
Josiah Deguara,TE,,29.0,,Active,6.0,7050,3914151.0,32764.0,7874d188-0fcd-4af9-9289-27c27e2bbd16,00-0036332
Jonnu Smith,TE,,30.0,,Active,9.0,4144,3054212.0,30213.0,e4f25a37-74de-4bfb-b6c9-f50a4fab0b87,00-0033858
Wan'Dale Robinson,WR,TEN,25.0,,Active,4.0,8126,,,582dfe0e-98f3-48a5-8a2d-a52baa926b05,00-0038117
Keilan Robinson,RB,,26.0,,Active,2.0,11773,,,de79955a-99ab-492e-9161-3544fd812dbd,00-0039385
Lucas Krull,TE,DEN,27.0,,Active,4.0,8249,,,767b4820-cc9f-11ec-952e-a10f2c98fc4d,00-0037539
Xavier Smith,WR,LAR,28.0,,Active,3.0,11168,,,98b88de0-e8e5-11ed-ad77-290d92d9e505,00-0038359
Van Jefferson,WR,WAS,29.0,,Active,6.0,6853,3930066.0,32727.0,8e1285f7-6e4c-41e4-aac9-92e09f9f32b2,00-0036415
Drew Ogletree,TE,IND,27.0,,Active,4.0,8489,,,59f460a8-b5af-40e6-840c-429762b278b3,00-0037292
Parker Romo,K,,28.0,,Active,2.0,8670,,,80f1ebc0-cc9e-11ec-952e-a10f2c98fc4d,00-0037542
Joey Slye,K,TEN,30.0,,Active,7.0,6528,3124084.0,32384.0,ef4998e0-c9ef-4afe-88ab-d09b48975a08,00-0035192
Samori Toure,WR,PHI,28.0,,Active,4.0,8235,,,02c808d8-6074-43db-b0d9-f69fab78f6d9,00-0037098
Skyy Moore,WR,GB,25.0,,Active,4.0,8168,,,1c8a4510-786c-4bc2-a9e9-e491b688206f,00-0038090
MyCole Pruitt,TE,,32.0,,Active,10.0,2446,2508256.0,28531.0,f22b34cf-6ecf-4522-9c77-1da275dfda7d,00-0031585
Courtland Sutton,WR,DEN,30.0,,Active,8.0,5045,3128429.0,31010.0,b55ae5ba-593f-4560-9cab-14e10698e01d,00-0034348
Jalin Hyatt,WR,NYG,24.0,,Active,3.0,9497,,,e5f9d339-a89f-4e47-9a84-b89f14550c05,00-0038938
,DEF,CHI,,,,,CHI,,,,
Trey Palmer,WR,NO,25.0,,Active,3.0,9492,,,9a011241-f4b3-403a-af70-c9cdfd177054,00-0039052
Jody Fortson,TE,,29.0,,Active,6.0,6665,4408854.0,32600.0,a01ffd42-5fdb-42f8-95ab-157025e3fba8,00-0035547
Zonovan Knight,RB,ARI,25.0,,Active,4.0,8122,,,53df5e30-d3bd-11ec-96a0-c3471a31202c,00-0037157
Chuba Hubbard,RB,CAR,27.0,,Active,5.0,7594,,,32205e74-b23f-420a-b312-465b29260745,00-0036555
Princeton Fant,TE,DAL,27.0,,Active,3.0,11508,,,4b51e190-f674-11ed-88a9-a32a17c14014,00-0038735
Devaughn Vele,WR,NO,28.0,,Active,2.0,11834,,,2a638f35-a80a-46db-9722-12b49d45ab52,00-0039424
Joshua Karty,K,,24.0,,Active,2.0,11789,,,649bda12-5a56-45f7-aab9-e18ec3a88d96,00-0039750
Harrison Bryant,TE,SEA,28.0,,Active,6.0,6850,4040774.0,32785.0,f58a5899-8b78-46e8-a29a-ba6273b7d872,00-0036232
Ray-Ray McCloud,WR,,29.0,,Active,7.0,5096,3728262.0,31157.0,f7ff7599-a175-4a0c-b887-3ae9e596fc64,00-0034407
Kareem Hunt,RB,,30.0,,Active,9.0,4098,3059915.0,30199.0,0ef0d0ca-2d2d-455b-ab63-a20c01303e37,00-0033923
Charlie Kolar,TE,LAC,27.0,,Active,4.0,8127,,,3c048ac9-2c0f-4bf0-9ddc-ce99c9387ac8,00-0038046
Sterling Shepard,WR,,33.0,,Active,10.0,3200,2976592.0,29274.0,1ffc735b-74d8-44d2-ab32-00c5485c799f,00-0032385
Gerald Everett,TE,,30.0,,Active,8.0,4089,3918639.0,30157.0,ebeceb00-57e0-4b74-9cf7-853da2afed18,00-0033895
Dare Ogunbowale,RB,,31.0,,Active,9.0,4718,2983509.0,30860.0,42b57148-fc06-4aee-b40b-bb941271b5b7,00-0033854
Ihmir Smith-Marsette,WR,ARI,26.0,,Active,5.0,7559,,,39156891-0d05-470b-8b64-751602820bb1,00-0036635
Bub Means,WR,NO,25.0,,Active,2.0,11748,,,ef0feb13-57b8-474c-a723-cf03f57a321a,00-0039386
Terrell Jennings,RB,NE,25.0,,Active,2.0,12412,,,e6fc9a80-1168-11ef-8e6a-d7d3a1fb0861,00-0039757
Kevin Austin,WR,NO,26.0,,Active,4.0,8200,,,3173c5c0-cbb6-11ec-88c8-199e5defa0d2,00-0037231
Najee Harris,RB,,27.0,,Active,5.0,7528,,,48ec58c3-ec26-4434-b005-8d34035e6667,00-0036893
,DEF,CIN,,,,,CIN,,,,
Tyler Loop,K,BAL,24.0,,Active,1.0,12711,,,a6b8b5d3-a2f2-4532-ade3-dc122b6b240c,00-0040074
Raheem Blackshear,RB,,27.0,,Active,4.0,8255,,,f64a23e0-d457-11ec-9026-65785f74dc2a,00-0037429
Michael Mayer,TE,LV,24.0,,Active,3.0,9482,,,31f4645a-7ccb-4633-8580-2fca361beb4f,00-0039066
Cairo Santos,K,CHI,34.0,,Active,12.0,2020,17427.0,28227.0,d96ff17c-841a-4768-8e08-3a4cfcb7f717,00-0031203
Tyler Bass,K,BUF,29.0,,Active,6.0,7042,3917232.0,32858.0,bfccbff4-bc01-41ed-aa11-be976160504c,00-0036162
Malik Davis,RB,DAL,27.0,,Active,4.0,8800,,,7caf1f90-d30d-11ec-8b77-45b1765fd110,00-0037563
Anthony Firkser,TE,WAS,31.0,,Active,9.0,4435,3049698.0,30571.0,b0719e3d-199b-46e5-a2b4-1091f6fd5c0d,00-0033455
Roschon Johnson,RB,CHI,25.0,,Active,3.0,10235,,,e3c414c0-be8c-4807-af9c-f91d89c83e60,00-0039021
Ka'imi Fairbairn,K,HOU,32.0,,Active,10.0,3451,2971573.0,29792.0,203b60aa-cb94-499c-a4ca-d3c6b94dddc4,00-0032726
Laquon Treadwell,WR,IND,31.0,,Active,10.0,3155,3051889.0,29257.0,2e0badcd-b78c-40ee-a83b-a1bbb36bc545,00-0032951
Sam Howell,QB,DAL,25.0,,Active,4.0,8162,,,7d85e9c2-f464-4654-9200-acfcffd7dfaf,00-0037077
Caleb Williams,QB,CHI,24.0,,Active,2.0,11560,,,49d4b627-3f19-49a8-ae33-f539e0fb1f88,00-0039918
Travis Homer,RB,PIT,27.0,,Active,7.0,6012,4037457.0,32036.0,4afb77d8-4564-469b-be4c-5a8587df8046,00-0035594
Tyler Scott,WR,LAR,24.0,,Active,3.0,9490,,,6833ad69-9f24-4780-989c-83bdb090ec5e,00-0038941
Jalen Reagor,WR,MIA,27.0,,Active,6.0,6798,4241802.0,32691.0,06ff7f42-5fe7-4899-84a5-9ba5349d17e8,00-0036387
Shane Zylstra,TE,BUF,29.0,,Active,5.0,8041,,,0cafaac9-20fb-4e5a-9362-158d8a4e7904,00-0036534
Alvin Kamara,RB,NO,30.0,,Active,9.0,4035,3054850.0,30180.0,d9c857b2-97da-4fb8-a527-afbbb2a67413,00-0033906
D.J. Williams,RB,,25.0,,Inactive,1.0,11989,,,38f29610-0713-11ef-80af-99b01a8e5b02,00-0039595
Brandon Johnson,WR,LV,27.0,,Active,4.0,8756,,,d90f8660-d251-11ec-b16e-cf7159baf83d,00-0037382
Jarquez Hunter,RB,LAR,23.0,,Active,1.0,11569,,,e71d4c32-3233-467f-ab01-71de34e5d9b4,00-0040692
Nikko Remigio,WR,KC,26.0,,Active,3.0,11320,,,52b850b0-ec3b-11ed-aeaf-cb0dc6206dc5,00-0038519
Tip Reiman,TE,ARI,24.0,,Active,2.0,11716,,,44767e85-080f-4212-b2f2-cba160c81a9f,00-0039737
Graham Gano,K,,38.0,,Active,17.0,503,12460.0,9526.0,63f8a401-f308-4463-9d0b-4335b98da682,00-0026858
Cedrick Wilson,WR,DET,30.0,,Active,8.0,5113,4036335.0,31178.0,a964f59b-af2b-48e1-b64d-c376cc1d8c28,00-0034418
Ryan Flournoy,WR,DAL,26.0,,Active,2.0,11783,,,ebf6bc25-5e74-4588-86d6-5dadba3f9bcd,00-0039410
Justyn Ross,WR,,25.0,,Active,3.0,8140,,,cce91700-ce0c-11ec-8f7c-f5226825ea6a,00-0037216
Grant DuBose,WR,,24.0,,Active,2.0,11024,,,3b590cad-60c1-471d-a54a-d593a676afa9,00-0038507
Luke Schoonmaker,TE,DAL,27.0,,Active,3.0,10871,,,143957a7-4649-4a19-b351-e606edc75ebd,00-0038547
Emanuel Wilson,RB,SEA,27.0,,Active,3.0,11435,,,05266280-f323-11ed-bd27-0bcbcaae8d67,00-0038797
Jason Myers,K,SEA,35.0,,Active,11.0,2747,2473037.0,28378.0,7af4c94b-529b-4403-ab66-2bfed3fcf0c7,00-0031492
Jacoby Brissett,QB,ARI,33.0,,Active,10.0,3257,2578570.0,29325.0,ad2258ab-67f0-41c2-bcf3-f3ba145187dc,00-0033119
Michael Badgley,K,,30.0,,Active,7.0,5230,3123052.0,31366.0,375b0d7f-8d03-4111-8c1b-62907f0326a1,00-0034084
C.J. Stroud,QB,HOU,24.0,,Active,3.0,9758,,,7e91086f-9ca4-4bd9-a099-b88b2f37e6c6,00-0039163
Elijah Higgins,TE,ARI,25.0,,Active,3.0,10231,,,a01b7698-d67f-4b60-b2fb-4c667336b718,00-0039041
Mason Rudolph,QB,PIT,30.0,,Active,8.0,4972,3116407.0,31046.0,be4ca0ad-f3d6-4b98-a37f-79d0cbc06390,00-0034771
Greg Dortch,WR,DET,28.0,,Active,7.0,5970,4037235.0,32523.0,4484c7d1-025a-4f26-8e9b-48503afb0c68,00-0035500
Myles Price,WR,MIN,24.0,,Active,1.0,13075,,,c17f53c0-25de-11f0-b2c4-1fd68bf02b2c,00-0040506
,DEF,DEN,,,,,DEN,,,,
Nate Adkins,TE,DEN,26.0,,Active,3.0,11433,,,bcd0ae60-f31c-11ed-819c-fd03d0cc2698,00-0038783
Tank Dell,WR,HOU,26.0,,Active,3.0,9502,,,25e7b423-f716-4d1a-9623-cee3e7d822ab,00-0038977
Marcus Mariota,QB,WAS,32.0,,Active,11.0,2307,2576980.0,28390.0,7c16c04c-04de-41f3-ac16-ad6a9435e3f7,00-0032268
Jake Bates,K,DET,27.0,,Active,3.0,11539,,,3a724be0-3075-11ee-bdab-4565792ee2a3,00-0039172
Jared Wayne,WR,HOU,25.0,,Active,3.0,11056,,,28c09980-e6ea-11ed-8605-b736dbb934f2,00-0038728
Travis Kelce,TE,KC,36.0,,Active,13.0,1466,15847.0,26686.0,c3859e06-5f23-4302-a71b-04820a899d5f,00-0030506
Jordan Mims,RB,,26.0,,Active,3.0,11378,,,6d91ccf0-f013-11ed-88ef-07b7f7d6320c,00-0038678
Darius Slayton,WR,NYG,29.0,,Active,7.0,6149,3916945.0,32003.0,82ed30a5-54a8-4ed0-b040-99c3a78fb055,00-0035535
Jamaal Williams,RB,,29.0,,Active,8.0,4149,2980453.0,30247.0,122e131c-b08c-4b10-901d-481a20aeffb8,00-0033948
Deshaun Watson,QB,CLE,30.0,,Active,9.0,4017,3122840.0,30125.0,eec5265c-7731-4bb6-8af2-4f98a67f9ab7,00-0033537
Nick Mullens,QB,JAX,31.0,,Active,9.0,4464,3059989.0,30563.0,7738fea8-7ea2-4c4c-b589-bca90b070819,00-0033319
Zamir White,RB,,26.0,,Active,4.0,8139,,,440d7750-672e-4293-8eb0-89b241a498eb,00-0038040
Jawhar Jordan,RB,HOU,26.0,,Active,2.0,11588,,,d3ddb80f-6f08-4594-be42-4c2f0716f4ef,00-0039405
Daniel Carlson,K,,31.0,,Active,8.0,5095,3051909.0,31137.0,7bb70550-c28a-4e47-9a13-cc0c0fef8b38,00-0034161
Avery Williams,RB,,27.0,,Active,4.0,7809,,,6b2ee61f-463f-478a-9bfa-e43c8e9b0c2e,00-0036950
Jalen Milroe,QB,SEA,23.0,,Active,1.0,12510,,,b0eb5b67-4ef2-462d-bfe7-e73bcce1f6b0,00-0040673
Darren Waller,TE,,33.0,,Active,11.0,2505,2576925.0,28592.0,14c97c9f-26e8-4944-9299-f90de6aeada3,00-0031610
Chris Collier,RB,LV,26.0,,Active,2.0,11963,,,7fcfe130-06fc-11ef-9592-67ed152bdb91,00-0039244
DeAndre Hopkins,WR,,33.0,,Active,13.0,1426,15795.0,26650.0,5c48ade7-4b9a-4757-9643-87a6e3839e2b,00-0030564
Jalen Brooks,WR,ARI,26.0,,Active,3.0,11034,,,66f7bbe1-eb89-4b48-83db-d947b04ff1fd,00-0038640
Jack Westover,TE,NE,27.0,,Active,2.0,12045,,,22926aa0-0725-11ef-bcfc-752f39cb55fa,00-0039305
Chig Okonkwo,TE,WAS,26.0,,Active,4.0,8210,,,14e11f9b-58c8-437f-abc0-a4e4df9a7c47,00-0037809
Miles Sanders,RB,,28.0,,Active,7.0,6151,4045163.0,31885.0,ef3ceaf4-b733-4e06-a7f4-a94fc67361c1,00-0035243
KeAndre Lambert-Smith,WR,LAC,24.0,,Active,1.0,12670,,,2f6580d2-6f19-4a03-99e8-4dbd9ebf2a73,00-0040184
Zach Davidson,TE,,27.0,,Active,5.0,7943,,,cb5e14e8-87a7-4bad-9fd4-abdd50628abb,00-0036640
Tyson Bagent,QB,CHI,26.0,,Active,3.0,11256,,,9bdeb910-ead2-11ed-999e-03b49558b5db,00-0038416
Marquez Valdes-Scantling,WR,DAL,31.0,,Active,8.0,5086,3051738.0,31144.0,e7f0a505-8060-403e-a3b3-9d4e88dda1dc,00-0034272
Blake Watson,RB,,26.0,,Active,2.0,11568,,,51f21920-0730-11ef-9a3c-99c1643e1512,00-0039573
Brandon McManus,K,,34.0,,Active,13.0,1433,16339.0,27120.0,6444feb1-f5a4-4b45-9a45-79308a4445fd,00-0029822
Bryce Ford-Wheaton,WR,,26.0,,Active,3.0,9499,,,eb139db0-eb91-11ed-bf4f-cdefdf74a897,00-0038477
Josh Jacobs,RB,GB,28.0,,Active,7.0,5850,4047365.0,31856.0,61694ab9-b099-408e-b48d-6a643dd069ec,00-0035700
Zach Charbonnet,RB,SEA,25.0,,Active,3.0,9753,,,7d7f1628-85a7-4633-9ffe-d82fc2761b00,00-0039165
Adrian Martinez,QB,SF,26.0,,Active,3.0,11065,,,e95a83c0-e6f6-11ed-88d6-7977d3a68019,00-0038658
Parris Campbell,WR,,28.0,,Active,7.0,5880,3121410.0,31891.0,db0c3b1c-8d18-435a-864a-cdd696f963b6,00-0035639
Johnny Mundt,TE,PHI,31.0,,Active,9.0,4314,3052096.0,30373.0,6414998b-5831-44aa-8bd8-39e42a323c2c,00-0033246
Mac Jones,QB,SF,27.0,,Active,5.0,7527,,,1fd00ec3-b758-46d2-a2c1-cca521ea8a54,00-0036972
Deuce Vaughn,RB,,24.0,,Active,3.0,9505,,,e444229e-c262-40a7-bb89-61d4b774da55,00-0038622
Geoff Swaim,TE,,31.0,,Active,10.0,2545,3046704.0,28634.0,d0f9112d-2496-450a-9fc5-d2d01b4d2454,00-0032141
Irv Smith,TE,,27.0,,Inactive,6.0,6126,4040980.0,31882.0,ed0e6a30-83d5-4f4b-bf49-f7ff80e21304,00-0034970
Brock Bowers,TE,LV,23.0,,Active,2.0,11604,,,ad9fc7e3-0a6d-4e41-84c2-cf43b71aee13,00-0039338
Ulysses Bentley,RB,IND,25.0,,Active,1.0,12826,,,f71d0370-23b2-11f0-b632-8947e146a0ae,00-0040476
Jayden Daniels,QB,WAS,25.0,,Active,2.0,11566,,,bab8c65a-9fff-410d-8e34-dc2f636d890e,00-0039910
Zach Pascal,WR,,30.0,,Active,8.0,4319,2978109.0,30502.0,7fc949b6-a1cb-4f9d-a06d-b65773409a44,00-0033251
Tom Kennedy,WR,DET,29.0,,Active,7.0,6588,3126997.0,32561.0,dc51b38c-dc82-44ee-a88b-764d681ce58a,00-0035544
Harrison Mevis,K,LAR,24.0,,Active,2.0,12015,,,663ada70-0717-11ef-94de-1b2fbd1e412b,00-0039498
Spencer Shrader,K,IND,27.0,,Active,2.0,12185,,,2d7fa2f0-07d6-11ef-b188-b11373ae105b,00-0039576
Rakim Jarrett,WR,,24.0,,Active,2.0,9495,,,39428290-f1b8-11ed-9bf1-7fd77a26dc1f,00-0038821
Malik Cunningham,WR,DET,27.0,,Active,3.0,10860,,,2bf2f410-e6f2-11ed-abca-c7a3a205e21d,00-0038911
C.J. Uzomah,TE,,32.0,,Active,10.0,2460,2574576.0,28545.0,19858900-5c8e-49a7-ab02-34ef625724ca,00-0032134
Dalton Schultz,TE,HOU,29.0,,Active,8.0,5001,3117256.0,31107.0,8caec1b4-e0b6-4a84-b8c8-617d6e91ef6a,00-0034383
Jaylen Wright,RB,MIA,23.0,,Active,2.0,11643,,,ba9e1390-028b-47c9-8710-84cee3fa25de,00-0039874
Jackson Hawes,TE,BUF,25.0,,Active,1.0,12658,,,87304bcd-83f1-4e59-b9cb-6474f7e0dc01,00-0040194
John Samuel Shenker,TE,,26.0,,Active,2.0,11467,,,fe763ef0-f332-11ed-9cc8-4bf4102a06b2,00-0038920
Jalen Cropper,WR,,24.0,,Active,3.0,11506,,,d67c1e40-f66d-11ed-823b-d335e7ef7897,00-0038740
Dalvin Cook,RB,,29.0,,Active,8.0,4029,3116593.0,30154.0,8960d61e-433b-41ea-a7ad-4e76be87b582,00-0033893
Justin Watson,WR,HOU,30.0,,Active,8.0,5374,3118892.0,31114.0,bdb77276-7191-4454-85c2-e1693a33d709,00-0034386
Ja'Lynn Polk,WR,NO,24.0,,Active,2.0,11619,,,446ecdc5-470d-4cb6-9a77-b54c108e3d3a,00-0039907
Jordan Addison,WR,MIN,24.0,,Active,3.0,9756,,,63fdd64e-1a23-4b77-9536-b1609f3a708c,00-0038994
David Njoku,TE,LAC,29.0,,Active,9.0,4033,3123076.0,30142.0,8f86fcea-90e8-49ea-bc78-5c7659313e57,00-0033885
Kyler Murray,QB,MIN,28.0,,Active,7.0,5849,3917315.0,31833.0,dd5a6b6e-ffae-45a5-b8e6-718a9251f374,00-0035228
Tanner Hudson,TE,CIN,31.0,,Active,8.0,5409,3050481.0,31257.0,2fa75e05-cac4-4b40-8924-dbc9ae0c959c,00-0034613
Beaux Collins,WR,NYG,23.0,,Active,1.0,12889,,,24597d60-247a-11f0-8324-3170fad3f2ab,00-0040432
Baylor Cupp,TE,,25.0,,Active,1.0,12256,,,e23e66a0-0a4b-11ef-81ea-4d1e02cb9588,00-0039316
Andre Baccellia,WR,,29.0,,Active,6.0,7233,3886809.0,32943.0,58266b36-fa48-4f51-b41c-909bf82748f3,00-0035876
Tyler Johnson,WR,DAL,27.0,,Active,6.0,6960,2310331.0,32831.0,93c17735-5275-45cf-b3ef-620351c62313,00-0036427
Mitch Tinsley,WR,CIN,26.0,,Active,3.0,11068,,,0ac39560-e760-11ed-ad1e-4d786886cff5,00-0038839
Michael Pittman,WR,PIT,28.0,,Active,6.0,6819,4035687.0,32704.0,1aefd5e2-1f85-471a-91a5-4aad4cf6fe6d,00-0036252
Ray Davis,RB,BUF,26.0,,Active,2.0,11575,,,a856dd59-ed95-471a-bfb9-fbd0566bd1a9,00-0039875
Juwan Johnson,TE,NO,29.0,,Active,6.0,7002,3929645.0,33113.0,0226b03b-f91d-4223-9813-9fcd2e9c3acc,00-0036040
Tez Johnson,WR,TB,24.0,,Active,1.0,12485,,,ad756d40-39a0-4f5c-bbf5-f31f4c3ee0a6,00-0040237
Tucker Fisk,TE,,27.0,,Active,4.0,8885,,,5d01b190-d51e-11ec-8f44-c7121c9cec59,00-0037654
Jermaine Burton,WR,,24.0,,Active,1.0,11640,,,dc363b05-4551-4cb0-9bfc-ba462cb1cd5b,00-0039810
Phil Mafah,RB,DAL,23.0,,Active,1.0,12738,,,54b97d06-1639-46a3-9dcc-67320687281d,00-0040021
DK Metcalf,WR,PIT,28.0,,Active,7.0,5846,4047650.0,31896.0,754faf0f-40f7-45f0-b23b-6ce990ecaf26,00-0035640
Breece Hall,RB,NYJ,25.0,,Active,4.0,8155,,,db1053d7-3343-43a3-9aab-8353f10f1221,00-0038120
Laviska Shenault,WR,,26.0,,Active,5.0,6814,4243160.0,32712.0,131d3b1a-5746-499e-98ee-4bbf67cd377e,00-0036268
,DEF,KC,,,,,KC,,,,
John Bates,TE,WAS,28.0,,Active,5.0,7716,,,3208880b-949f-4926-85eb-1940770550ea,00-0036628
Nelson Agholor,WR,,31.0,,Active,10.0,2325,2971618.0,28408.0,cfb0ff68-51cb-4dad-ba81-f9e019a93a91,00-0031549
Ashton Dulin,WR,IND,29.0,,Active,7.0,6427,4061956.0,32292.0,f374262b-d642-4d05-9584-5955548ee4d1,00-0035021
J.K. Dobbins,RB,DEN,27.0,,Active,6.0,6806,4241985.0,32725.0,a57b9914-4315-4295-98b4-9b348c52d6a1,00-0036158
Jonathan Taylor,RB,IND,27.0,,Active,6.0,6813,4242335.0,32711.0,925195a4-06ba-4e37-ae7d-a3d6a5419139,00-0036223
Drake Maye,QB,NE,23.0,,Active,2.0,11564,,,d0c0630e-8925-4b81-a32b-e4146d95f01f,00-0039851
AJ Dillon,RB,CAR,28.0,,Active,6.0,6828,4239934.0,32732.0,e10bfeb8-ea01-47bc-bfa8-45f6dcbf71b3,00-0036265
Devin Culp,TE,TB,26.0,,Active,2.0,11820,,,c62dcaf1-79e3-4e15-8fb0-e7cb30a18fe4,00-0039754
Javonte Williams,RB,DAL,26.0,,Active,5.0,7588,,,889dcdc5-3d88-45df-9677-5ad7ff87c011,00-0036997
Chase Edmonds,RB,,29.0,,Active,8.0,5000,3119195.0,31104.0,d8d9b161-7ef4-42bf-89b7-7edf806a0ad1,00-0034681
,DEF,MIN,,,,,MIN,,,,
Cade Stover,TE,HOU,26.0,,Active,2.0,11599,,,559d5222-0403-4a14-94c7-c7bd5072c939,00-0039359
Tyquan Thornton,WR,KC,25.0,,Active,4.0,8188,,,74cda487-2026-42e0-ae32-77f3502cfb11,00-0038104
Colby Parkinson,TE,LAR,27.0,,Active,6.0,6865,4242557.0,32803.0,1ea7affb-e5e7-491a-aaa3-55e200b2eb48,00-0036244
Kenny McIntosh,RB,SEA,26.0,,Active,3.0,10216,,,9956eabc-16da-4a1c-ab80-fe0910bcaa12,00-0038636
Riley Patterson,K,MIA,26.0,,Active,5.0,7922,,,deac735c-af0a-4f01-ada8-379ef66917ba,00-0036816
Jalen Royals,WR,KC,23.0,,Active,1.0,12505,,,0ef78810-a38b-4444-b3b9-fb8b293c567d,00-0040646
Matthew Golden,WR,GB,22.0,,Active,1.0,12501,,,d1963360-c011-4764-9a36-9e627073f68f,00-0040667
Noah Brown,WR,,30.0,,Active,9.0,4234,3121409.0,30352.0,36f62824-1cdb-4e9e-8a11-55df97e562b9,00-0033591
