full_name,position,team,age,bye_week,status,years_exp,player_id,espn_id,yahoo_id,sportradar_id,gsis_id,passing_yards_2024,passing_tds_2024,rushing_yards_2024,rushing_tds_2024,carries_2024,receptions_2024,receiving_yards_2024,receiving_tds_2024,targets_2024,passing_yards_2025,passing_tds_2025,rushing_yards_2025,rushing_tds_2025,carries_2025,receptions_2025,receiving_yards_2025,receiving_tds_2025,targets_2025,snap_share_2024,target_share_2024,snap_share_2025,target_share_2025,adp,adp_rank,ecr_rank,ecr_tier,sos_season,proj_points,custom_proj_points,bonus_points,total_points,vols,games,wk_mean,wk_std,boom_rate,bust_rate,consistency,is_rookie,draft_pick,availability,floor,ceiling,p10,p90,P_pos1,P_pos2,P_pos3,p_elite,p_startable,p_bust,overall_rank,pos_rank,pos_label,rank_ecr,rank_composite,value_gap,market,risk_tier
Cade York,K,NYJ,25.0,13.0,Active,4.0,8258,,,ddb98961-3c13-4f6b-9e9f-3bea91a080e8,00-0038097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,36.0,-3.0,46.069,43.069,-108.561,,,,,,,True,,,27.206,57.017,21.017,68.476,0.001,0.008,0.991,0.0,0.001,0.999,244,33,K33,238,239,,,unknown
Brian Robinson,RB,ATL,27.0,11.0,Active,4.0,8154,,,795f636e-6f7f-4bc7-a346-2862272abead,00-0037746,0.0,0.0,799.0,8.0,187.0,20.0,159.0,0.0,25.0,0.0,0.0,400.0,2.0,92.0,8.0,25.0,0.0,12.0,0.516,0.05,0.167,0.022,173.0,169.0,166.0,10.0,2 out of 5 stars,93.0,92.61,22.772,115.382,-111.262,31.0,7.3,5.864,0.032,0.548,0.803,False,,0.86,80.098,147.752,61.947,169.9,0.0,0.008,0.085,0.0,0.031,0.969,250,54,RB54,216,240,-81.0,,Boom/Bust
Nick Westbrook-Ikhine,WR,IND,29.0,13.0,Active,6.0,7496,3929785.0,33348.0,5e63e674-adf3-4f4e-929e-4a0ff2cfb1df,00-0036182,0.0,0.0,0.0,0.0,0.0,32.0,497.0,9.0,60.0,0.0,0.0,0.0,0.0,0.0,11.0,89.0,0.0,20.0,0.699,0.118,0.442,0.043,337.0,380.0,390.0,14.0,4 out of 5 stars,95.2,94.97,10.915,105.885,-101.978,27.0,5.763,6.15,0.037,0.593,1.067,False,,0.839,68.245,139.11,51.459,163.034,0.001,0.008,0.02,0.0,0.029,0.971,231,84,WR84,273,241,149.0,,Injury Risk
Aaron Rodgers,QB,PIT,42.0,9.0,Active,21.0,96,8439.0,7200.0,0ce48193-e2fa-466e-a986-33f751add206,00-0023459,3897.0,28.0,107.0,0.0,22.0,0.0,0.0,0.0,0.0,3322.0,24.0,61.0,1.0,21.0,1.0,-9.0,0.0,1.0,0.964,,0.957,,168.0,164.0,231.0,11.0,2 out of 5 stars,222.9,257.014,13.958,270.972,-95.944,33.0,17.808,8.27,0.182,0.273,0.464,False,,0.636,113.439,399.505,52.348,473.547,0.247,0.254,0.425,0.07,0.247,0.753,224,29,QB29,222,242,-60.0,,Injury Risk
Caleb Douglas,WR,MIA,22.0,6.0,Active,0.0,13296,,,9e86188e-bdd6-4ba4-af4b-9cfe7f38e159,DOU210628,,,,,,,,,,,,,,,,,,,,,,,307.5,313.0,347.0,14.0,3 out of 5 stars,91.8,91.55,11.001,102.551,-105.311,,,,,,,True,75.0,,61.759,132.553,47.586,160.67,0.002,0.008,0.021,0.0,0.031,0.969,235,87,WR87,263,243,78.0,,unknown
Samaje Perine,RB,CIN,30.0,6.0,Active,9.0,4147,3116389.0,30227.0,e601812f-ce24-4e99-bee0-e33c1e9014e4,00-0033526,0.0,0.0,92.0,1.0,20.0,28.0,322.0,1.0,35.0,0.0,0.0,382.0,3.0,84.0,17.0,87.0,0.0,21.0,0.258,0.061,,0.035,294.0,248.0,279.0,12.0,2 out of 5 stars,96.2,96.53,21.224,117.754,-108.891,32.0,5.103,3.795,0.0,0.719,0.744,False,,0.82,79.303,152.164,59.2,174.6,0.001,0.01,0.096,0.0,0.039,0.961,246,53,RB53,247,244,2.0,,Injury Risk
Marquise Brown,WR,PHI,29.0,10.0,Active,7.0,5848,4241372.0,31857.0,feeee40a-dd63-41a7-89cd-6c95b5456833,00-0035662,0.0,0.0,0.0,0.0,0.0,9.0,91.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,49.0,587.0,5.0,74.0,0.335,0.026,0.535,0.135,309.0,321.0,300.0,12.0,4 out of 5 stars,89.6,89.83,9.734,99.564,-108.299,18.0,8.656,5.346,0.056,0.278,0.618,False,,0.733,56.381,134.872,37.159,157.593,0.0,0.003,0.013,0.0,0.017,0.983,242,92,WR92,252,245,79.0,,Injury Risk
Isaac TeSlaa,WR,DET,24.0,6.0,Active,1.0,12535,,,41e5e4a9-f04c-462e-a1d1-e35a8115b974,00-0040669,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,16.0,239.0,6.0,27.0,,,0.396,0.049,173.5,170.0,190.0,10.0,4 out of 5 stars,85.0,84.98,8.299,93.279,-114.584,14.0,5.421,5.606,0.0,0.571,1.034,False,,0.888,63.279,120.928,49.179,140.557,0.0,0.002,0.006,0.0,0.008,0.992,258,97,WR97,230,246,-88.0,,Boom/Bust
Andrei Iosivas,WR,CIN,26.0,6.0,Active,3.0,10226,,,30c0df5e-bb77-4eee-8390-8fc13844e1c3,00-0038619,0.0,0.0,0.0,0.0,0.0,36.0,479.0,6.0,61.0,0.0,0.0,14.0,0.0,3.0,33.0,435.0,2.0,58.0,0.784,0.097,0.762,0.095,318.0,268.0,318.0,13.0,4 out of 5 stars,88.9,88.77,9.971,98.741,-109.121,32.0,6.556,5.027,0.0,0.562,0.767,False,,0.874,70.615,124.891,55.879,143.011,0.0,0.001,0.006,0.0,0.007,0.993,247,93,WR93,259,247,21.0,,Boom/Bust
Tyler Higbee,TE,LAR,33.0,11.0,Active,10.0,3271,2573401.0,29344.0,0df7912d-9e81-47ea-b4f7-d04986df4ee8,00-0033110,0.0,0.0,0.0,0.0,0.0,8.0,66.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,25.0,281.0,3.0,36.0,0.327,0.022,0.555,0.062,368.0,393.0,336.0,13.0,4 out of 5 stars,71.2,71.15,8.035,79.185,-107.436,13.0,7.515,6.078,0.154,0.308,0.809,False,,0.633,31.146,117.972,14.587,142.514,0.019,0.118,0.254,0.0,0.019,0.981,239,39,TE39,261,248,154.0,,Injury Risk
Braelon Allen,RB,NYJ,22.0,13.0,Active,2.0,11576,,,d7f72deb-c1e2-47a2-b651-887f0e33dc44,00-0039794,0.0,0.0,334.0,2.0,92.0,19.0,148.0,1.0,27.0,0.0,0.0,76.0,1.0,18.0,2.0,17.0,0.0,3.0,0.26,0.046,0.232,0.006,195.0,187.0,164.0,10.0,3 out of 5 stars,91.4,91.66,20.943,112.603,-114.041,21.0,4.881,4.69,0.0,0.714,0.961,False,,0.739,61.867,153.509,41.691,182.581,0.002,0.02,0.104,0.0,0.056,0.944,256,56,RB56,219,249,-69.0,,Injury Risk
Ja'Tavion Sanders,TE,CAR,23.0,5.0,Active,2.0,11600,,,ffd2ff3f-4b56-4232-be8e-bf163c29f406,00-0039356,0.0,0.0,0.0,0.0,0.0,33.0,342.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,29.0,190.0,1.0,34.0,0.561,0.083,0.483,0.071,323.0,278.0,355.0,14.0,2 out of 5 stars,67.6,67.49,8.832,76.322,-110.299,27.0,4.711,4.115,0.0,0.519,0.874,False,,0.852,51.716,98.657,39.578,114.14,0.002,0.043,0.282,0.0,0.002,0.998,248,40,TE40,272,250,30.0,,Boom/Bust
Olamide Zaccheaus,WR,ATL,28.0,11.0,Active,7.0,6271,3917914.0,32123.0,d8281390-f081-41e5-b55e-75779536fe94,00-0035208,0.0,0.0,8.0,0.0,1.0,45.0,506.0,3.0,64.0,0.0,0.0,25.0,0.0,4.0,39.0,313.0,2.0,65.0,0.421,0.127,0.536,0.122,374.0,395.0,338.0,14.0,3 out of 5 stars,85.9,85.64,11.382,97.022,-110.841,30.0,6.64,6.108,0.067,0.533,0.92,False,,0.85,65.758,126.16,49.759,146.193,0.0,0.002,0.009,0.0,0.012,0.988,249,94,WR94,268,251,146.0,,Boom/Bust
Jordan James,RB,SF,22.0,8.0,Active,1.0,12467,,,c16040c3-7534-4eeb-956c-8ed3be9972ec,00-0040177,,,,,,,,,,,,,,,,,,,,,0.017,,215.0,204.0,284.0,12.0,2 out of 5 stars,93.2,93.43,21.328,114.758,-111.887,,,,,,,True,,,68.807,154.552,51.83,186.178,0.004,0.026,0.103,0.0,0.065,0.935,252,55,RB55,254,252,-48.0,,unknown
Chimere Dike,WR,TEN,24.0,9.0,Active,1.0,12540,,,1e95c7fc-ecf7-4fcb-82d8-d77e2b6872d5,00-0040705,,,,,,,,,,0.0,0.0,18.0,0.0,11.0,48.0,423.0,4.0,74.0,,,0.593,0.14,289.0,325.0,198.0,11.0,3 out of 5 stars,74.8,75.15,9.744,84.894,-122.969,17.0,6.829,5.963,0.0,0.647,0.873,False,,0.947,62.434,107.8,50.439,123.022,0.0,0.0,0.001,0.0,0.002,0.998,264,100,WR100,234,253,61.0,,Boom/Bust
Cole Kmet,TE,CHI,27.0,10.0,Active,6.0,6826,4258595.0,32713.0,036feeb6-9a22-43c5-a8e3-7ac611d8ff49,00-0036290,0.0,0.0,0.0,0.0,0.0,47.0,474.0,4.0,55.0,0.0,0.0,0.0,0.0,0.0,30.0,347.0,2.0,48.0,0.872,0.105,0.714,0.09,397.0,404.0,362.0,14.0,2 out of 5 stars,66.3,66.04,7.792,73.832,-112.789,32.0,6.097,5.974,0.062,0.469,0.98,False,,0.929,52.185,94.102,41.399,108.808,0.001,0.032,0.248,0.0,0.001,0.999,253,42,TE42,276,254,151.0,,Boom/Bust
Noah Fant,TE,NO,28.0,8.0,Active,7.0,5857,4036131.0,31852.0,cdc98acc-9eb6-4b44-81bb-61d7b8a3b55f,00-0035644,0.0,0.0,0.0,0.0,0.0,48.0,500.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,34.0,288.0,3.0,41.0,0.633,0.112,0.379,0.067,264.0,302.0,380.0,14.0,2 out of 5 stars,65.7,65.93,9.067,74.997,-111.624,27.0,6.844,4.374,0.037,0.259,0.639,False,,0.858,53.942,94.728,41.592,107.386,0.001,0.027,0.277,0.0,0.001,0.999,251,41,TE41,284,255,51.0,,Boom/Bust
Will Kacmarek,TE,MIA,23.0,6.0,Active,0.0,13434,,,8f405d6d-46dd-4f4e-b6cf-52379cd9bb54,KAC282861,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7,61.77,8.109,69.879,-116.742,,,,,,,True,87.0,,41.544,90.692,31.147,109.596,0.006,0.038,0.189,0.0,0.006,0.994,261,44,TE44,250,256,,,unknown
Ted Hurst,WR,TB,22.0,10.0,Active,0.0,13317,,,8e9964c2-b74c-4eb1-967b-2f82cc8f9767,HUR541377,,,,,,,,,,,,,,,,,,,,,,,278.0,239.0,233.0,11.0,4 out of 5 stars,82.7,82.93,9.452,92.382,-115.481,,,,,,,True,84.0,,54.998,119.517,41.243,143.895,0.001,0.004,0.011,0.0,0.016,0.984,260,98,WR98,240,257,-21.0,,unknown
Dontayvion Wicks,WR,PHI,25.0,10.0,Active,3.0,9486,,,ea3d1393-8c3b-4e81-a519-f636d28d692e,00-0038393,0.0,0.0,0.0,0.0,0.0,39.0,415.0,5.0,76.0,0.0,0.0,6.0,0.0,1.0,30.0,332.0,2.0,46.0,0.547,0.164,0.446,0.1,218.0,208.0,207.0,11.0,4 out of 5 stars,76.8,76.96,9.038,85.998,-121.865,30.0,6.21,6.619,0.067,0.633,1.066,False,,0.897,58.156,111.596,45.376,129.934,0.0,0.001,0.004,0.0,0.005,0.995,263,99,WR99,236,258,-55.0,,Boom/Bust
Ty Johnson,RB,BUF,28.0,7.0,Active,7.0,6039,3915411.0,32018.0,96e6687b-2b89-4dd9-98df-6e7507cd82cf,00-0035537,0.0,0.0,213.0,1.0,41.0,18.0,284.0,3.0,25.0,0.0,0.0,200.0,3.0,50.0,24.0,263.0,2.0,33.0,0.288,0.051,0.296,0.069,297.5,261.0,261.0,12.0,2 out of 5 stars,96.3,96.04,16.339,112.379,-114.266,34.0,5.647,5.054,0.0,0.647,0.895,False,,0.8,70.984,147.025,52.179,172.879,0.001,0.012,0.088,0.0,0.039,0.961,257,57,RB57,248,259,4.0,,Injury Risk
Elic Ayomanor,WR,TEN,23.0,9.0,Active,1.0,12499,,,6c773a16-1a93-4845-a519-d56c85e0090f,00-0040170,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,41.0,515.0,4.0,89.0,,,0.806,0.168,303.5,275.0,220.0,11.0,3 out of 5 stars,75.4,75.4,7.744,83.144,-124.719,16.0,7.281,4.239,0.0,0.438,0.582,False,,0.927,64.164,103.267,53.053,115.584,0.0,0.0,0.0,0.0,0.0,1.0,267,102,WR102,240,260,8.0,,Balanced
Jahan Dotson,WR,ATL,26.0,11.0,Active,4.0,8119,,,d4a7917d-f327-431b-9b87-83af341c3e21,00-0037741,0.0,0.0,13.0,0.0,1.0,19.0,216.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,18.0,262.0,1.0,36.0,0.582,0.079,0.569,0.078,327.5,311.0,337.0,13.0,3 out of 5 stars,84.1,84.39,9.921,94.311,-113.551,29.0,3.176,3.733,0.0,0.828,1.175,False,,0.909,61.827,122.049,47.741,143.666,0.001,0.003,0.009,0.0,0.012,0.988,255,96,WR96,271,261,56.0,,Boom/Bust
Pat Bryant,WR,DEN,23.0,10.0,Active,1.0,12492,,,2858209e-4aa7-4539-9901-99a4d881229c,00-0040134,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,31.0,378.0,1.0,49.0,,,0.477,0.084,298.0,242.0,189.0,10.0,2 out of 5 stars,72.5,72.45,8.826,81.276,-126.586,13.0,5.754,4.136,0.0,0.538,0.719,False,,,60.637,102.282,49.546,115.552,0.0,0.0,0.001,0.0,0.001,0.999,271,104,WR104,235,262,-29.0,,Boom/Bust
Van Jefferson,WR,WAS,29.0,7.0,Active,6.0,6853,3930066.0,32727.0,8e1285f7-6e4c-41e4-aac9-92e09f9f32b2,00-0036415,0.0,0.0,0.0,0.0,0.0,24.0,276.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,29.0,350.0,1.0,52.0,0.647,0.087,0.586,0.098,,,,,,75.0,74.77,8.667,83.437,-124.426,29.0,4.607,3.335,0.0,0.759,0.724,False,,0.874,60.182,106.256,47.457,120.467,0.0,0.0,0.001,0.0,0.001,0.999,266,101,WR101,255,263,,,Boom/Bust
Dyami Brown,WR,WAS,26.0,7.0,Active,5.0,7587,,,0fb60ada-bdd3-4d74-8c98-058303a1649a,00-0036626,0.0,0.0,26.0,0.0,3.0,30.0,308.0,1.0,40.0,0.0,0.0,30.0,0.0,6.0,20.0,227.0,1.0,37.0,0.431,0.079,0.366,0.068,254.0,285.0,427.0,15.0,2 out of 5 stars,84.9,84.96,9.584,94.544,-113.319,26.0,4.658,4.22,0.0,0.769,0.906,False,,0.862,64.804,121.937,49.838,142.271,0.0,0.002,0.006,0.0,0.007,0.993,254,95,WR95,300,264,31.0,,Boom/Bust
Tommy Tremble,TE,CAR,26.0,5.0,Active,5.0,7694,,,cbee2fd3-e5f2-4316-bffd-531f1873f032,00-0037005,0.0,0.0,0.0,0.0,0.0,23.0,234.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,27.0,249.0,2.0,37.0,0.672,0.062,0.601,0.077,,,391.0,14.0,2 out of 5 stars,63.4,63.61,7.954,71.564,-115.057,25.0,4.892,4.222,0.04,0.56,0.863,False,,0.835,48.063,92.43,36.696,106.912,0.001,0.031,0.232,0.0,0.001,0.999,259,43,TE43,290,265,,,Injury Risk
Eli Stowers,TE,PHI,23.0,10.0,Active,0.0,13349,,,287b7f15-ebe2-433f-af00-b1755576f8f8,STO806346,,,,,,,,,,,,,,,,,,,,,,,235.0,229.0,263.0,12.0,4 out of 5 stars,53.9,53.73,6.96,60.69,-125.931,,,,,,,True,54.0,,37.466,80.892,28.376,98.021,0.002,0.023,0.134,0.0,0.002,0.998,269,47,TE47,256,266,-40.0,,unknown
AJ Dillon,RB,CAR,28.0,5.0,Active,6.0,6828,4239934.0,32732.0,e10bfeb8-ea01-47bc-bfa8-45f6dcbf71b3,00-0036265,,,,,,,,,,0.0,0.0,60.0,0.0,12.0,3.0,21.0,0.0,3.0,,,0.119,0.006,,,448.0,15.0,1 out of 5 stars,94.5,94.5,24.411,118.911,-107.734,,,,,,,True,,0.689,51.485,168.621,30.758,212.56,0.016,0.047,0.123,0.002,0.112,0.888,241,50,RB50,297,267,,,Injury Risk
Erick All,TE,CIN,25.0,6.0,Active,2.0,11592,,,5523779b-db60-4158-b232-8391bc7db65b,00-0039814,0.0,0.0,0.0,0.0,0.0,20.0,158.0,0.0,22.0,,,,,,,,,,0.419,0.035,,,,,436.0,15.0,3 out of 5 stars,58.5,58.33,7.868,66.198,-120.423,8.0,4.475,2.412,0.0,0.375,0.539,False,,,50.874,82.076,41.251,92.285,0.0,0.005,0.156,0.0,0.0,1.0,262,45,TE45,312,268,,,Balanced
Xavier Legette,WR,CAR,25.0,5.0,Active,2.0,11626,,,0bb0c37c-e76b-4529-92b0-b026be4f7d6c,00-0039342,0.0,0.0,24.0,0.0,6.0,49.0,497.0,4.0,84.0,0.0,0.0,0.0,0.0,1.0,35.0,363.0,3.0,64.0,0.698,0.162,0.679,0.133,343.5,329.0,276.0,12.0,2 out of 5 stars,70.7,71.09,8.502,79.592,-128.271,30.0,7.147,5.922,0.033,0.567,0.829,False,,0.901,57.481,100.728,44.953,115.788,0.0,0.0,0.001,0.0,0.001,0.999,274,106,WR106,265,269,55.0,,Boom/Bust
Emari Demercado,RB,KC,27.0,5.0,Active,3.0,11199,,,44b4cbf0-e8fe-11ed-bc6e-a5c4d3ccbdd1,00-0038705,0.0,0.0,223.0,1.0,24.0,16.0,104.0,0.0,20.0,0.0,0.0,312.0,0.0,44.0,13.0,101.0,1.0,20.0,0.203,0.038,0.232,0.032,293.5,271.0,303.0,12.0,3 out of 5 stars,82.5,82.39,18.31,100.7,-125.944,25.0,4.6,4.437,0.0,0.72,0.965,False,,,67.86,130.563,51.345,151.857,0.0,0.004,0.046,0.0,0.015,0.985,270,58,RB58,269,270,1.0,,Boom/Bust
Austin Hooper,TE,ATL,31.0,11.0,Active,10.0,3202,3043275.0,29315.0,90c2a93f-d837-4e1b-b57c-56648903a8db,00-0032392,0.0,0.0,0.0,0.0,0.0,45.0,476.0,3.0,59.0,0.0,0.0,0.0,0.0,0.0,21.0,263.0,2.0,26.0,0.525,0.118,0.5,0.054,,,408.0,14.0,3 out of 5 stars,55.7,55.6,6.826,62.426,-124.195,30.0,5.663,3.81,0.033,0.367,0.673,False,,0.875,45.5,78.655,35.944,89.323,0.0,0.004,0.123,0.0,0.0,1.0,265,46,TE46,301,271,,,Boom/Bust
Luke Musgrave,TE,GB,25.0,11.0,Active,3.0,9481,,,77a4fb49-3c6c-4aa1-8a21-20956e2d2240,00-0039144,0.0,0.0,0.0,0.0,0.0,7.0,45.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,24.0,252.0,0.0,31.0,0.307,0.022,0.401,0.067,295.0,349.0,387.0,14.0,2 out of 5 stars,52.6,52.31,6.895,59.205,-127.416,20.0,3.035,2.489,0.0,0.65,0.82,False,,,43.231,75.193,34.851,85.601,0.0,0.004,0.096,0.0,0.0,1.0,273,48,TE48,295,272,76.0,,Boom/Bust
Xavier Hutchinson,WR,HOU,26.0,8.0,Active,3.0,10218,,,aed98af2-b228-4b74-a804-2d210bd11122,00-0038618,0.0,0.0,0.0,0.0,0.0,12.0,117.0,0.0,26.0,0.0,0.0,22.0,0.0,3.0,35.0,428.0,3.0,57.0,0.471,0.048,0.575,0.103,300.0,353.0,349.0,14.0,3 out of 5 stars,72.3,72.28,8.564,80.844,-127.019,30.0,4.057,4.601,0.0,0.867,1.134,False,,0.862,52.453,106.384,39.687,125.36,0.0,0.001,0.003,0.0,0.004,0.996,272,105,WR105,287,273,81.0,,Boom/Bust
Noah Gray,TE,KC,27.0,5.0,Active,5.0,7828,,,c97dfcb6-b999-476f-8487-f3848e92df17,00-0036637,0.0,0.0,-4.0,0.0,1.0,40.0,437.0,5.0,49.0,0.0,0.0,0.0,0.0,0.0,21.0,178.0,0.0,37.0,0.564,0.086,0.521,0.067,400.0,405.0,335.0,13.0,4 out of 5 stars,50.8,50.93,6.318,57.248,-129.373,30.0,5.07,5.178,0.067,0.5,1.021,False,,0.905,39.37,73.982,31.021,85.337,0.0,0.005,0.094,0.0,0.0,1.0,277,51,TE51,285,274,128.0,,Boom/Bust
Marvin Mims,WR,DEN,24.0,10.0,Active,3.0,9494,,,fcd780e6-6d43-4c2e-b740-59ae09911345,00-0038976,0.0,0.0,42.0,0.0,13.0,39.0,503.0,6.0,52.0,0.0,0.0,78.0,1.0,12.0,37.0,322.0,1.0,51.0,0.269,0.095,0.369,0.087,340.5,323.0,264.0,12.0,2 out of 5 stars,66.7,66.54,9.389,75.929,-131.934,32.0,6.828,7.453,0.094,0.656,1.092,False,,0.933,52.422,98.259,41.398,113.821,0.0,0.0,0.001,0.0,0.001,0.999,284,109,WR109,267,275,39.0,,Boom/Bust
Mike Washington,RB,LV,23.0,13.0,Active,0.0,13305,,,b783f45a-16ea-4145-9f3a-fafaa1bb0058,WAS569019,,,,,,,,,,,,,,,,,,,,,,,199.5,193.0,201.0,11.0,2 out of 5 stars,77.7,77.39,19.128,96.518,-130.127,,,,,,,True,122.0,,53.541,119.973,40.447,144.91,0.001,0.007,0.037,0.0,0.018,0.982,280,59,RB59,243,276,-87.0,,unknown
Ben Sims,TE,MIA,26.0,6.0,Active,3.0,11082,,,cef32a80-e761-11ed-ac46-e3b4ebd723e5,00-0038809,0.0,0.0,0.0,0.0,0.0,4.0,42.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,6.0,0.213,0.011,0.125,0.013,,,,,,48.7,48.51,6.384,54.894,-131.727,,,,,,,True,,,33.778,73.266,25.603,88.429,0.001,0.013,0.095,0.0,0.001,0.999,283,54,TE54,270,277,,,unknown
Ashton Dulin,WR,IND,29.0,13.0,Active,7.0,6427,4061956.0,32292.0,f374262b-d642-4d05-9584-5955548ee4d1,00-0035021,0.0,0.0,45.0,0.0,5.0,2.0,67.0,1.0,8.0,0.0,0.0,44.0,0.0,3.0,5.0,106.0,0.0,10.0,0.199,0.016,0.213,0.019,258.0,293.0,418.0,15.0,4 out of 5 stars,74.1,74.41,8.555,82.965,-124.898,25.0,1.568,2.944,0.0,0.92,1.878,False,,,44.949,114.894,32.56,143.55,0.002,0.006,0.013,0.0,0.022,0.978,268,103,WR103,308,278,25.0,,Boom/Bust
Jake Tonges,TE,SF,27.0,8.0,Active,4.0,8698,,,8d9236c0-ce09-11ec-9598-03840dd5f387,00-0037112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,293.0,5.0,46.0,0.032,0.0,0.332,0.084,232.0,226.0,307.0,13.0,3 out of 5 stars,48.0,48.32,5.986,54.306,-132.315,12.0,7.775,6.865,0.167,0.333,0.883,False,,,39.126,69.204,31.447,79.502,0.0,0.002,0.064,0.0,0.0,1.0,285,55,TE55,278,279,-59.0,,Boom/Bust
Daniel Bellinger,TE,TEN,25.0,9.0,Active,4.0,8225,,,42a1c03e-790e-46ba-b0d5-d304e44c02c7,00-0038115,0.0,0.0,0.0,0.0,0.0,14.0,125.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,19.0,286.0,2.0,26.0,0.331,0.031,0.499,0.052,297.0,351.0,392.0,14.0,3 out of 5 stars,51.9,51.73,6.151,57.881,-128.74,25.0,3.444,4.468,0.04,0.76,1.297,False,,0.823,34.89,77.099,25.591,92.88,0.001,0.017,0.117,0.0,0.001,0.999,276,50,TE50,302,280,75.0,,Injury Risk
Joshua Palmer,WR,BUF,26.0,7.0,Active,5.0,7670,,,857fcc59-10e8-4194-bd7d-41bc5f72a47f,00-0036988,0.0,0.0,0.0,0.0,0.0,39.0,584.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,22.0,303.0,0.0,37.0,0.66,0.132,0.483,0.077,309.0,357.0,344.0,14.0,4 out of 5 stars,69.2,69.03,8.344,77.374,-130.489,27.0,5.767,3.608,0.0,0.593,0.626,False,,0.803,51.544,100.746,37.86,115.621,0.0,0.0,0.001,0.0,0.001,0.999,281,108,WR108,289,281,76.0,,Injury Risk
Savion Williams,WR,GB,24.0,11.0,Active,1.0,12482,,,06fb642c-b10b-4b23-966a-13668a7c4426,00-0040009,,,,,,,,,,0.0,0.0,37.0,0.0,11.0,10.0,78.0,1.0,10.0,,,0.115,0.022,317.0,365.0,399.0,14.0,5 out of 5 stars,69.0,69.0,8.981,77.981,-129.882,12.0,2.292,2.503,0.0,0.917,1.092,False,,,53.303,101.484,41.594,118.809,0.0,0.0,0.002,0.0,0.002,0.998,278,107,WR107,307,282,87.0,,Boom/Bust
Josh Oliver,TE,MIN,29.0,6.0,Active,7.0,5973,3921690.0,31901.0,dc83f7af-7b30-4c4a-9c93-f67bd8db954b,00-0035249,0.0,0.0,0.0,0.0,0.0,22.0,258.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,15.0,160.0,4.0,19.0,0.555,0.054,0.458,0.041,,,425.0,15.0,4 out of 5 stars,52.1,52.16,5.748,57.908,-128.713,24.0,5.033,5.018,0.083,0.583,0.997,False,,,40.335,74.512,32.025,86.428,0.0,0.005,0.097,0.0,0.0,1.0,275,49,TE49,319,283,,,Boom/Bust
Keaton Mitchell,RB,LAC,24.0,7.0,Active,3.0,9511,,,16341d80-f01f-11ed-97df-a94b89ac5704,00-0038454,0.0,0.0,30.0,0.0,15.0,1.0,28.0,0.0,1.0,0.0,0.0,341.0,1.0,59.0,9.0,63.0,0.0,12.0,0.108,0.002,0.175,0.029,139.0,138.0,156.0,9.0,3 out of 5 stars,70.7,70.51,17.272,87.782,-138.863,17.0,3.659,3.273,0.0,0.765,0.894,False,,,60.141,113.08,46.376,131.45,0.0,0.001,0.016,0.0,0.004,0.996,301,62,RB62,239,284,-163.0,,Boom/Bust
Elijah Arroyo,TE,SEA,23.0,11.0,Active,1.0,12521,,,98bc7c8c-e6e4-4694-a0ef-d3f25274223e,00-0040739,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,15.0,179.0,1.0,26.0,,,0.395,0.057,402.0,406.0,346.0,14.0,3 out of 5 stars,48.1,48.27,5.893,54.163,-132.458,13.0,2.992,3.542,0.0,0.692,1.184,False,,,35.919,70.948,27.827,83.439,0.0,0.006,0.08,0.0,0.0,1.0,287,56,TE56,291,285,119.0,,Boom/Bust
Jalen Tolbert,WR,MIA,27.0,6.0,Active,4.0,8117,,,c6fb9f3a-f8ff-4224-a5f6-4d2d09501c9c,00-0037666,0.0,0.0,0.0,0.0,0.0,49.0,610.0,7.0,79.0,0.0,0.0,0.0,0.0,0.0,18.0,203.0,1.0,34.0,0.758,0.127,0.513,0.056,334.0,301.0,343.0,14.0,3 out of 5 stars,66.4,66.28,8.03,74.31,-133.553,29.0,6.769,5.473,0.034,0.483,0.809,False,,0.874,52.411,94.301,40.709,108.093,0.0,0.0,0.0,0.0,0.0,1.0,289,110,WR110,293,286,12.0,,Boom/Bust
